campaign_id,campaign_name,advertiser_id,agency_id,platform_id,segment_id,status,start_date,end_date,target_impressions,cpm_usd
CMP-689,Uber — Discovery+ Premium Streaming — Connected TV Households Q3 Flight,ADV-149,AGN-028,PLT-005,SEG-023,Paused,2024-07-04,2024-09-21,19546082,28.25
CMP-690,Lyft — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-150,AGN-030,PLT-010,SEG-030,Paused,2024-06-20,2024-09-30,23046195,28.65
CMP-691,Coca-Cola — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-151,AGN-002,PLT-015,SEG-037,Paused,2024-06-21,2024-09-29,41218049,22.33
CMP-692,Samsung — Eurosport International — Young Adults 18–29 Q2 Package,ADV-152,AGN-004,PLT-020,SEG-044,Paused,2024-06-22,2024-09-28,33013329,28.12
CMP-693,Geico — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-153,AGN-006,PLT-005,SEG-051,Paused,2024-06-23,2024-09-27,57212614,14.43
CMP-694,Nike — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-154,AGN-008,PLT-010,SEG-058,Paused,2024-06-24,2024-09-26,49464714,38.61
CMP-695,Apple — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-155,AGN-010,PLT-015,SEG-065,Paused,2024-06-25,2024-09-25,58828037,12.62
CMP-696,Toyota — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-156,AGN-012,PLT-020,SEG-072,Paused,2024-06-26,2024-09-24,37253917,40.0
CMP-697,McDonald's — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-157,AGN-014,PLT-005,SEG-079,Paused,2024-06-27,2024-09-23,9510524,31.29
CMP-698,Verizon — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-158,AGN-016,PLT-010,SEG-086,Paused,2024-06-28,2024-09-22,8651936,26.17
CMP-699,Amazon — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-159,AGN-018,PLT-015,SEG-093,Paused,2024-06-29,2024-09-21,64224085,31.79
CMP-700,Microsoft — Eurosport International — Males 18–34 Q2 Package,ADV-160,AGN-020,PLT-020,SEG-100,Paused,2024-06-30,2024-09-30,33074221,15.61
CMP-701,Procter & Gamble — Discovery+ Premium Streaming — Connected TV Households Q3 Flight,ADV-161,AGN-022,PLT-005,SEG-107,Paused,2024-07-01,2024-09-29,49315331,37.86
CMP-702,Unilever — truTV Comedy Block — Premium Audiences 35–54 Q3 Flight,ADV-162,AGN-024,PLT-010,SEG-114,Paused,2024-07-02,2024-09-28,14165545,19.93
CMP-703,AT&T — TLC Prime Time Linear — Families 25–44 Q3 Flight,ADV-163,AGN-026,PLT-015,SEG-001,Paused,2024-07-03,2024-09-27,22304261,24.68
CMP-704,T-Mobile — Eurosport International — Young Adults 18–29 Q3 Flight,ADV-164,AGN-028,PLT-020,SEG-008,Paused,2024-07-04,2024-09-26,49308416,18.23
CMP-705,Ford — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-165,AGN-030,PLT-005,SEG-015,Paused,2024-06-20,2024-09-25,20319672,25.8
CMP-706,Chevrolet — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-166,AGN-002,PLT-010,SEG-022,Paused,2024-06-21,2024-09-24,51967432,12.27
CMP-707,BMW — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-167,AGN-004,PLT-015,SEG-029,Paused,2024-06-22,2024-09-23,8576839,34.2
CMP-708,Audi — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-168,AGN-006,PLT-020,SEG-036,Paused,2024-06-23,2024-09-22,41401349,26.24
CMP-709,Budweiser — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-169,AGN-008,PLT-005,SEG-043,Paused,2024-06-24,2024-09-21,17587701,23.81
CMP-710,Pepsi — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-170,AGN-010,PLT-010,SEG-050,Paused,2024-06-25,2024-09-30,59861541,40.36
CMP-711,Gatorade — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-171,AGN-012,PLT-015,SEG-057,Paused,2024-06-26,2024-09-29,14876291,36.44
CMP-712,State Farm — Eurosport International — Males 18–34 Q2 Package,ADV-172,AGN-014,PLT-020,SEG-064,Paused,2024-06-27,2024-09-28,53054905,30.06
CMP-713,Progressive — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-173,AGN-016,PLT-005,SEG-071,Paused,2024-06-28,2024-09-27,18036772,21.23
CMP-714,Allstate — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-174,AGN-018,PLT-010,SEG-078,Paused,2024-06-29,2024-09-26,34910383,20.58
CMP-715,Capital One — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-175,AGN-020,PLT-015,SEG-085,Paused,2024-06-30,2024-09-25,61106460,25.08
CMP-716,Chase — Eurosport International — Young Adults 18–29 Q3 Flight,ADV-176,AGN-022,PLT-020,SEG-092,Paused,2024-07-01,2024-09-24,35025904,18.03
CMP-717,American Express — Discovery+ Premium Streaming — Auto Intenders 25–54 Q3 Flight,ADV-177,AGN-024,PLT-005,SEG-099,Paused,2024-07-02,2024-09-23,32611454,23.28
CMP-718,Visa — truTV Comedy Block — Travel Decision-Makers 30–55 Q3 Flight,ADV-178,AGN-026,PLT-010,SEG-106,Paused,2024-07-03,2024-09-22,30696927,38.22
CMP-719,Mastercard — TLC Prime Time Linear — Cord-Cutters 18–44 Q3 Flight,ADV-179,AGN-028,PLT-015,SEG-113,Paused,2024-07-04,2024-09-21,46797480,28.31
CMP-720,Target — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-180,AGN-030,PLT-020,SEG-120,Paused,2024-06-20,2024-09-30,46048891,29.19
CMP-721,Coca-Cola — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-001,AGN-002,PLT-005,SEG-007,Paused,2024-06-21,2024-09-29,53294324,40.73
CMP-722,Samsung — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-002,AGN-004,PLT-010,SEG-014,Paused,2024-06-22,2024-09-28,23568567,35.17
CMP-723,Geico — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-003,AGN-006,PLT-015,SEG-021,Paused,2024-06-23,2024-09-27,53928538,19.16
CMP-724,Nike — Eurosport International — Males 18–34 Q2 Package,ADV-004,AGN-008,PLT-020,SEG-028,Paused,2024-06-24,2024-09-26,60177753,34.21
CMP-725,Apple — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-005,AGN-010,PLT-005,SEG-035,Paused,2024-06-25,2024-09-25,58657062,21.92
CMP-726,Toyota — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-006,AGN-012,PLT-010,SEG-042,Paused,2024-06-26,2024-09-24,11963861,37.67
CMP-727,McDonald's — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-007,AGN-014,PLT-015,SEG-049,Paused,2024-06-27,2024-09-23,55639360,20.04
CMP-728,Verizon — Eurosport International — Young Adults 18–29 Q2 Package,ADV-008,AGN-016,PLT-020,SEG-056,Paused,2024-06-28,2024-09-22,11316403,25.8
CMP-729,Amazon — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-009,AGN-018,PLT-005,SEG-063,Paused,2024-06-29,2024-09-21,20805032,33.65
CMP-730,Microsoft — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-010,AGN-020,PLT-010,SEG-070,Paused,2024-06-30,2024-09-30,21132821,39.92
CMP-731,Procter & Gamble — TLC Prime Time Linear — Cord-Cutters 18–44 Q3 Flight,ADV-011,AGN-022,PLT-015,SEG-077,Paused,2024-07-01,2024-09-29,47758426,24.19
CMP-732,Unilever — Eurosport International — Sports Enthusiasts 21–45 Q3 Flight,ADV-012,AGN-024,PLT-020,SEG-084,Paused,2024-07-02,2024-09-28,62484365,25.64
CMP-733,AT&T — Discovery+ Premium Streaming — US Adults 25–54 Q3 Flight,ADV-013,AGN-026,PLT-005,SEG-091,Paused,2024-07-03,2024-09-27,24397119,37.63
CMP-734,T-Mobile — truTV Comedy Block — Sports Fans 18–34 Q3 Flight,ADV-014,AGN-028,PLT-010,SEG-098,Paused,2024-07-04,2024-09-26,54360067,38.57
CMP-735,Ford — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-015,AGN-030,PLT-015,SEG-105,Paused,2024-06-20,2024-09-25,25473038,32.82
CMP-736,Chevrolet — Eurosport International — Males 18–34 Q2 Package,ADV-016,AGN-002,PLT-020,SEG-112,Paused,2024-06-21,2024-09-24,48332169,13.39
CMP-737,BMW — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-017,AGN-004,PLT-005,SEG-119,Paused,2024-06-22,2024-09-23,61941536,38.68
CMP-738,Audi — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-018,AGN-006,PLT-010,SEG-006,Paused,2024-06-23,2024-09-22,37164465,22.08
CMP-739,Budweiser — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-019,AGN-008,PLT-015,SEG-013,Paused,2024-06-24,2024-09-21,60320931,14.02
CMP-740,Pepsi — Eurosport International — Young Adults 18–29 Q2 Package,ADV-020,AGN-010,PLT-020,SEG-020,Paused,2024-06-25,2024-09-30,32010494,38.66
CMP-741,Gatorade — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-021,AGN-012,PLT-005,SEG-027,Paused,2024-06-26,2024-09-29,40298810,24.94
CMP-742,State Farm — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-022,AGN-014,PLT-010,SEG-034,Paused,2024-06-27,2024-09-28,27100739,24.57
CMP-743,Progressive — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-023,AGN-016,PLT-015,SEG-041,Paused,2024-06-28,2024-09-27,14030635,32.97
CMP-744,Allstate — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-024,AGN-018,PLT-020,SEG-048,Paused,2024-06-29,2024-09-26,24800349,15.58
CMP-745,Capital One — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-025,AGN-020,PLT-005,SEG-055,Paused,2024-06-30,2024-09-25,9701645,27.65
CMP-746,Chase — truTV Comedy Block — Sports Fans 18–34 Q3 Flight,ADV-026,AGN-022,PLT-010,SEG-062,Paused,2024-07-01,2024-09-24,14691015,19.41
CMP-747,American Express — TLC Prime Time Linear — Women 25–49 Q3 Flight,ADV-027,AGN-024,PLT-015,SEG-069,Paused,2024-07-02,2024-09-23,27853401,36.3
CMP-748,Visa — Eurosport International — Males 18–34 Q3 Flight,ADV-028,AGN-026,PLT-020,SEG-076,Paused,2024-07-03,2024-09-22,27312630,40.48
CMP-749,Mastercard — Discovery+ Premium Streaming — Connected TV Households Q3 Flight,ADV-029,AGN-028,PLT-005,SEG-083,Paused,2024-07-04,2024-09-21,23801252,30.42
CMP-750,Target — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-030,AGN-030,PLT-010,SEG-090,Paused,2024-06-20,2024-09-30,24132487,12.41
CMP-751,Walmart — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-031,AGN-002,PLT-015,SEG-097,Paused,2024-06-21,2024-09-29,25012261,39.31
CMP-752,Home Depot — Eurosport International — Young Adults 18–29 Q2 Package,ADV-032,AGN-004,PLT-020,SEG-104,Paused,2024-06-22,2024-09-28,43966472,39.9
CMP-753,Lowe's — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-033,AGN-006,PLT-005,SEG-111,Paused,2024-06-23,2024-09-27,58091210,26.43
CMP-754,Best Buy — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-034,AGN-008,PLT-010,SEG-118,Paused,2024-06-24,2024-09-26,36856963,41.52
CMP-755,Expedia — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-035,AGN-010,PLT-015,SEG-005,Paused,2024-06-25,2024-09-25,56373795,33.54
CMP-756,Booking.com — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-036,AGN-012,PLT-020,SEG-012,Paused,2024-06-26,2024-09-24,55773229,14.23
CMP-757,Delta Air Lines — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-037,AGN-014,PLT-005,SEG-019,Paused,2024-06-27,2024-09-23,42877788,15.87
CMP-758,American Airlines — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-038,AGN-016,PLT-010,SEG-026,Paused,2024-06-28,2024-09-22,59954472,19.99
CMP-759,Marriott — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-039,AGN-018,PLT-015,SEG-033,Paused,2024-06-29,2024-09-21,6530227,17.38
CMP-760,Hilton — Eurosport International — Males 18–34 Q2 Package,ADV-040,AGN-020,PLT-020,SEG-040,Paused,2024-06-30,2024-09-30,12230460,30.54
CMP-761,Subway — Discovery+ Premium Streaming — Connected TV Households Q3 Flight,ADV-041,AGN-022,PLT-005,SEG-047,Paused,2024-07-01,2024-09-29,33103445,34.66
CMP-762,Domino's — truTV Comedy Block — Premium Audiences 35–54 Q3 Flight,ADV-042,AGN-024,PLT-010,SEG-054,Paused,2024-07-02,2024-09-28,52319304,12.23
CMP-763,KFC — TLC Prime Time Linear — Families 25–44 Q3 Flight,ADV-043,AGN-026,PLT-015,SEG-061,Paused,2024-07-03,2024-09-27,43523260,12.01
CMP-764,Burger King — Eurosport International — Young Adults 18–29 Q3 Flight,ADV-044,AGN-028,PLT-020,SEG-068,Paused,2024-07-04,2024-09-26,9672352,38.52
CMP-765,Starbucks — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-045,AGN-030,PLT-005,SEG-075,Paused,2024-06-20,2024-09-25,54058676,13.29
CMP-766,Dunkin' — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-046,AGN-002,PLT-010,SEG-082,Paused,2024-06-21,2024-09-24,27037721,31.04
CMP-767,Spotify — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-047,AGN-004,PLT-015,SEG-089,Paused,2024-06-22,2024-09-23,7251588,12.63
CMP-768,YouTube Premium — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-048,AGN-006,PLT-020,SEG-096,Paused,2024-06-23,2024-09-22,9446493,35.08
CMP-769,Uber — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-049,AGN-008,PLT-005,SEG-103,Paused,2024-06-24,2024-09-21,45819412,40.31
CMP-770,Lyft — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-050,AGN-010,PLT-010,SEG-110,Paused,2024-06-25,2024-09-30,35775329,35.03
CMP-771,Coca-Cola — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-051,AGN-012,PLT-015,SEG-117,Paused,2024-06-26,2024-09-29,19337966,34.56
CMP-772,Samsung — Eurosport International — Males 18–34 Q2 Package,ADV-052,AGN-014,PLT-020,SEG-004,Paused,2024-06-27,2024-09-28,45887291,16.68
CMP-773,Geico — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-053,AGN-016,PLT-005,SEG-011,Paused,2024-06-28,2024-09-27,19476746,41.12
CMP-774,Nike — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-054,AGN-018,PLT-010,SEG-018,Paused,2024-06-29,2024-09-26,8603198,23.2
CMP-775,Apple — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-055,AGN-020,PLT-015,SEG-025,Paused,2024-06-30,2024-09-25,8206508,17.98
CMP-776,Toyota — Eurosport International — Young Adults 18–29 Q3 Flight,ADV-056,AGN-022,PLT-020,SEG-032,Paused,2024-07-01,2024-09-24,26923381,27.76
CMP-777,McDonald's — Discovery+ Premium Streaming — Auto Intenders 25–54 Q3 Flight,ADV-057,AGN-024,PLT-005,SEG-039,Paused,2024-07-02,2024-09-23,39792106,26.32
CMP-778,Verizon — truTV Comedy Block — Travel Decision-Makers 30–55 Q3 Flight,ADV-058,AGN-026,PLT-010,SEG-046,Paused,2024-07-03,2024-09-22,52564872,27.87
CMP-779,Amazon — TLC Prime Time Linear — Cord-Cutters 18–44 Q3 Flight,ADV-059,AGN-028,PLT-015,SEG-053,Paused,2024-07-04,2024-09-21,57597518,14.89
CMP-780,Microsoft — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-060,AGN-030,PLT-020,SEG-060,Paused,2024-06-20,2024-09-30,34219876,40.99
CMP-781,Procter & Gamble — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-061,AGN-002,PLT-005,SEG-067,Paused,2024-06-21,2024-09-29,32829837,37.61
CMP-782,Unilever — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-062,AGN-004,PLT-010,SEG-074,Paused,2024-06-22,2024-09-28,13054723,21.17
CMP-783,AT&T — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-063,AGN-006,PLT-015,SEG-081,Paused,2024-06-23,2024-09-27,21991691,22.66
CMP-784,T-Mobile — Eurosport International — Males 18–34 Q2 Package,ADV-064,AGN-008,PLT-020,SEG-088,Paused,2024-06-24,2024-09-26,11381128,12.15
CMP-785,Ford — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-065,AGN-010,PLT-005,SEG-095,Paused,2024-06-25,2024-09-25,7908731,19.36
CMP-786,Chevrolet — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-066,AGN-012,PLT-010,SEG-102,Paused,2024-06-26,2024-09-24,22125012,40.43
CMP-787,BMW — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-067,AGN-014,PLT-015,SEG-109,Paused,2024-06-27,2024-09-23,9340956,37.49
CMP-788,Audi — Eurosport International — Young Adults 18–29 Q2 Package,ADV-068,AGN-016,PLT-020,SEG-116,Paused,2024-06-28,2024-09-22,6376473,30.9
CMP-789,Budweiser — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-069,AGN-018,PLT-005,SEG-003,Paused,2024-06-29,2024-09-21,6231232,40.49
CMP-790,Pepsi — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-070,AGN-020,PLT-010,SEG-010,Paused,2024-06-30,2024-09-30,26760112,17.0
CMP-791,Gatorade — TLC Prime Time Linear — Cord-Cutters 18–44 Q3 Flight,ADV-071,AGN-022,PLT-015,SEG-017,Paused,2024-07-01,2024-09-29,19210028,34.66
CMP-792,State Farm — Eurosport International — Sports Enthusiasts 21–45 Q3 Flight,ADV-072,AGN-024,PLT-020,SEG-024,Paused,2024-07-02,2024-09-28,11801461,38.27
CMP-793,Progressive — Discovery+ Premium Streaming — US Adults 25–54 Q3 Flight,ADV-073,AGN-026,PLT-005,SEG-031,Paused,2024-07-03,2024-09-27,39054131,14.96
CMP-794,Allstate — truTV Comedy Block — Sports Fans 18–34 Q3 Flight,ADV-074,AGN-028,PLT-010,SEG-038,Paused,2024-07-04,2024-09-26,29587216,17.35
CMP-795,Capital One — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-075,AGN-030,PLT-015,SEG-045,Paused,2024-06-20,2024-09-25,45700094,19.34
CMP-796,Chase — Eurosport International — Males 18–34 Q2 Package,ADV-076,AGN-002,PLT-020,SEG-052,Paused,2024-06-21,2024-09-24,9012298,14.45
CMP-797,American Express — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-077,AGN-004,PLT-005,SEG-059,Paused,2024-06-22,2024-09-23,15281098,24.56
CMP-798,Visa — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-078,AGN-006,PLT-010,SEG-066,Paused,2024-06-23,2024-09-22,8835413,27.34
CMP-799,Mastercard — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-079,AGN-008,PLT-015,SEG-073,Paused,2024-06-24,2024-09-21,12279232,35.47
CMP-800,Target — Eurosport International — Young Adults 18–29 Q2 Package,ADV-080,AGN-010,PLT-020,SEG-080,Paused,2024-06-25,2024-09-30,58083201,30.07
CMP-801,Walmart — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-081,AGN-012,PLT-005,SEG-087,Paused,2024-06-26,2024-09-29,60513905,25.48
CMP-802,Home Depot — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-082,AGN-014,PLT-010,SEG-094,Paused,2024-06-27,2024-09-28,7366545,37.97
CMP-803,Lowe's — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-083,AGN-016,PLT-015,SEG-101,Paused,2024-06-28,2024-09-27,58797598,26.97
CMP-804,Best Buy — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-084,AGN-018,PLT-020,SEG-108,Paused,2024-06-29,2024-09-26,54469093,17.2
CMP-805,Expedia — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-085,AGN-020,PLT-005,SEG-115,Paused,2024-06-30,2024-09-25,53691624,30.57
CMP-806,Booking.com — truTV Comedy Block — Sports Fans 18–34 Q3 Flight,ADV-086,AGN-022,PLT-010,SEG-002,Paused,2024-07-01,2024-09-24,19675517,29.84
CMP-807,Delta Air Lines — TLC Prime Time Linear — Women 25–49 Q3 Flight,ADV-087,AGN-024,PLT-015,SEG-009,Paused,2024-07-02,2024-09-23,40114091,14.03
CMP-808,American Airlines — Eurosport International — Males 18–34 Q3 Flight,ADV-088,AGN-026,PLT-020,SEG-016,Paused,2024-07-03,2024-09-22,64879144,38.9
CMP-809,Marriott — Discovery+ Premium Streaming — Connected TV Households Q3 Flight,ADV-089,AGN-028,PLT-005,SEG-023,Paused,2024-07-04,2024-09-21,19196561,26.74
CMP-810,Hilton — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-090,AGN-030,PLT-010,SEG-030,Paused,2024-06-20,2024-09-30,62353999,15.87
CMP-811,Subway — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-091,AGN-002,PLT-015,SEG-037,Paused,2024-06-21,2024-09-29,38660321,32.53
CMP-812,Domino's — Eurosport International — Young Adults 18–29 Q2 Package,ADV-092,AGN-004,PLT-020,SEG-044,Paused,2024-06-22,2024-09-28,12761581,27.37
CMP-813,KFC — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-093,AGN-006,PLT-005,SEG-051,Paused,2024-06-23,2024-09-27,14254683,23.03
CMP-814,Burger King — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-094,AGN-008,PLT-010,SEG-058,Paused,2024-06-24,2024-09-26,64680666,15.6
CMP-815,Starbucks — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-095,AGN-010,PLT-015,SEG-065,Paused,2024-06-25,2024-09-25,60537038,29.52
CMP-816,Dunkin' — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-096,AGN-012,PLT-020,SEG-072,Paused,2024-06-26,2024-09-24,64851457,29.83
CMP-817,Spotify — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-097,AGN-014,PLT-005,SEG-079,Paused,2024-06-27,2024-09-23,13126936,39.45
CMP-818,YouTube Premium — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-098,AGN-016,PLT-010,SEG-086,Paused,2024-06-28,2024-09-22,38813192,39.75
CMP-819,Uber — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-099,AGN-018,PLT-015,SEG-093,Paused,2024-06-29,2024-09-21,50640446,24.08
CMP-820,Lyft — Eurosport International — Males 18–34 Q2 Package,ADV-100,AGN-020,PLT-020,SEG-100,Paused,2024-06-30,2024-09-30,61279825,22.22
CMP-821,Coca-Cola — Discovery+ Premium Streaming — Connected TV Households Q3 Flight,ADV-101,AGN-022,PLT-005,SEG-107,Paused,2024-07-01,2024-09-29,23433865,28.35
CMP-822,Samsung — truTV Comedy Block — Premium Audiences 35–54 Q3 Flight,ADV-102,AGN-024,PLT-010,SEG-114,Paused,2024-07-02,2024-09-28,27077094,13.7
CMP-823,Geico — TLC Prime Time Linear — Families 25–44 Q3 Flight,ADV-103,AGN-026,PLT-015,SEG-001,Paused,2024-07-03,2024-09-27,32525921,41.04
CMP-824,Nike — Eurosport International — Young Adults 18–29 Q3 Flight,ADV-104,AGN-028,PLT-020,SEG-008,Paused,2024-07-04,2024-09-26,21422429,36.47
CMP-825,Apple — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-105,AGN-030,PLT-005,SEG-015,Paused,2024-06-20,2024-09-25,12469122,23.84
CMP-826,Toyota — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-106,AGN-002,PLT-010,SEG-022,Paused,2024-06-21,2024-09-24,33843760,35.59
CMP-827,McDonald's — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-107,AGN-004,PLT-015,SEG-029,Paused,2024-06-22,2024-09-23,40776372,16.4
CMP-828,Verizon — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-108,AGN-006,PLT-020,SEG-036,Paused,2024-06-23,2024-09-22,60595228,21.5
CMP-829,Amazon — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-109,AGN-008,PLT-005,SEG-043,Paused,2024-06-24,2024-09-21,37127572,17.88
CMP-830,Microsoft — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-110,AGN-010,PLT-010,SEG-050,Paused,2024-06-25,2024-09-30,42830872,33.75
CMP-831,Procter & Gamble — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-111,AGN-012,PLT-015,SEG-057,Paused,2024-06-26,2024-09-29,15270114,19.99
CMP-832,Unilever — Eurosport International — Males 18–34 Q2 Package,ADV-112,AGN-014,PLT-020,SEG-064,Paused,2024-06-27,2024-09-28,36547215,38.82
CMP-833,AT&T — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-113,AGN-016,PLT-005,SEG-071,Paused,2024-06-28,2024-09-27,51878886,41.71
CMP-834,T-Mobile — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-114,AGN-018,PLT-010,SEG-078,Paused,2024-06-29,2024-09-26,53395323,16.83
CMP-835,Ford — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-115,AGN-020,PLT-015,SEG-085,Paused,2024-06-30,2024-09-25,23822647,18.73
CMP-836,Chevrolet — Eurosport International — Young Adults 18–29 Q3 Flight,ADV-116,AGN-022,PLT-020,SEG-092,Paused,2024-07-01,2024-09-24,56287462,41.9
CMP-837,BMW — Discovery+ Premium Streaming — Auto Intenders 25–54 Q3 Flight,ADV-117,AGN-024,PLT-005,SEG-099,Paused,2024-07-02,2024-09-23,32546052,36.24
CMP-838,Audi — truTV Comedy Block — Travel Decision-Makers 30–55 Q3 Flight,ADV-118,AGN-026,PLT-010,SEG-106,Paused,2024-07-03,2024-09-22,40690149,36.35
CMP-839,Budweiser — TLC Prime Time Linear — Cord-Cutters 18–44 Q3 Flight,ADV-119,AGN-028,PLT-015,SEG-113,Paused,2024-07-04,2024-09-21,44423695,12.75
CMP-840,Pepsi — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-120,AGN-030,PLT-020,SEG-120,Paused,2024-06-20,2024-09-30,50236308,37.76
CMP-841,Gatorade — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-121,AGN-002,PLT-005,SEG-007,Paused,2024-06-21,2024-09-29,59194560,41.43
CMP-842,State Farm — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-122,AGN-004,PLT-010,SEG-014,Paused,2024-06-22,2024-09-28,6995466,27.82
CMP-843,Progressive — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-123,AGN-006,PLT-015,SEG-021,Paused,2024-06-23,2024-09-27,53985743,40.12
